"STATION","NAME","DATE","TAVG"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-17","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-18","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-19","38"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-20","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-21","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-22","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-23","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-24","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-25","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-26","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-27","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-28","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-29","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-30","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-31","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-01","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-02","31"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-03","37"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-04","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-05","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-06","34"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-07","29"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-08","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-09","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-10","39"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-11","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-12","44"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-13","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-14","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-15","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-16","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-17","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-18","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-19","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-20","29"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-21","30"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-22","36"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-23","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-24","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-25","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-26","36"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-27","38"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-28","37"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-29","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-30","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-01-31","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-01","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-02","42"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-03","20"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-04","20"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-05","29"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-06","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-07","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-08","46"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-09","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-10","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-11","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-12","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-13","42"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-14","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-15","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-16","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-17","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-18","35"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-19","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-20","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-21","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-22","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-23","26"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-24","22"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-25","28"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-26","32"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-27","38"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-02-28","46"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-01","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-02","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-03","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-04","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-05","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-06","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-07","37"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-08","39"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-09","43"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-10","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-11","35"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-12","35"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-13","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-14","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-15","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-16","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-17","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-18","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-19","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-20","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-21","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-22","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-23","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-24","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-25","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-26","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-27","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-28","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-29","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-30","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-03-31","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-01","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-02","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-03","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-04","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-05","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-06","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-07","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-08","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-09","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-10","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-11","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-12","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-13","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-14","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-15","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-16","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-17","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-18","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-19","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-20","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-21","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-22","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-23","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-24","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-25","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-26","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-27","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-28","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-29","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-04-30","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-01","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-02","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-03","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-04","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-05","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-06","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-07","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-08","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-09","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-10","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-11","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-12","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-13","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-14","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-15","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-16","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-17","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-18","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-19","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-20","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-21","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-22","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-23","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-24","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-25","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-26","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-27","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-28","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-29","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-30","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-05-31","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-01","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-02","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-03","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-04","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-05","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-06","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-07","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-08","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-09","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-10","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-11","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-12","94"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-13","93"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-14","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-15","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-16","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-17","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-18","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-19","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-20","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-21","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-22","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-23","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-24","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-25","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-26","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-27","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-28","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-29","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-06-30","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-01","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-02","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-03","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-04","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-05","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-06","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-07","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-08","93"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-09","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-10","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-11","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-12","93"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-13","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-14","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-15","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-16","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-17","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-18","94"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-19","96"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-20","97"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-21","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-22","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-23","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-24","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-25","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-26","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-27","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-28","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-29","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-30","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-07-31","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-01","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-02","91"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-03","92"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-04","93"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-05","93"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-06","90"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-07","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-08","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-09","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-10","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-11","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-12","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-13","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-14","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-15","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-16","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-17","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-18","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-19","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-20","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-21","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-22","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-23","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-24","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-25","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-26","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-27","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-28","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-29","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-30","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-08-31","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-01","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-02","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-03","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-04","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-05","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-06","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-07","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-08","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-09","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-10","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-11","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-12","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-13","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-14","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-15","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-16","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-17","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-18","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-19","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-20","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-21","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-22","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-23","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-24","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-25","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-26","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-27","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-28","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-29","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-09-30","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-01","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-02","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-03","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-04","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-05","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-06","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-07","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-08","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-09","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-10","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-11","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-12","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-13","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-14","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-15","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-16","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-17","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-18","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-19","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-20","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-21","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-22","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-23","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-24","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-25","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-26","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-27","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-28","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-29","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-30","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-10-31","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-01","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-02","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-03","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-04","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-05","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-06","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-07","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-08","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-09","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-10","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-11","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-12","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-13","43"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-14","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-15","38"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-16","44"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-17","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-18","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-19","37"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-20","36"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-21","43"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-22","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-23","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-24","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-25","46"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-26","44"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-27","46"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-28","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-29","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-11-30","41"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-01","41"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-02","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-03","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-04","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-05","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-06","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-07","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-08","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2022-12-09","60"
